campaign,kind,tag,m_parent,dm,comparison_status,limit_status,historical_only,reference_fb,limit_fb,residual,reported_raw_mu,reported_model_mu,sample_status,bracket_width_over_reported,linear_interpolation_match,first_interval,sr_s_imt2h_events,n_detector_events,detector_exposure_complete,signal_stat_nuisance_present
original,observed,m225_dm20,225.0,20.0,matched,legacy_reported,True,77.102,45.69299109521336,-0.4073695741327935,1.3131289526008825,1.1770100088247397,sampled_bracket,0.3045397782205076,True,False,127.0,20000,True,False
original,observed,m225_dm30,225.0,30.0,matched,legacy_reported,True,189.95999999999998,103.45922650259956,-0.4553630948483913,2.9732197975651404,2.6650158411621674,sampled_bracket,0.2690349366888591,True,False,61.0,20000,True,False
original,observed,m225_dm40,225.0,40.0,matched,legacy_reported,True,304.34,101.86116617022041,-0.6653047047045395,2.9272946077241566,2.623851256379424,sampled_bracket,0.2732557214737902,True,False,56.0,20000,True,False
original,observed,m250_dm2,250.0,2.0,matched,legacy_reported,True,39.794000000000004,35.56474989190773,-0.1062785874275588,1.5392985260084822,1.3763129482005463,sampled_bracket,0.3903076562789414,True,False,37.0,20000,True,False
original,observed,m250_dm5,250.0,5.0,matched,legacy_reported,True,35.652,23.294198395141652,-0.3466229553701994,1.008209684116165,0.9014573971875641,sampled_bracket,0.19827224747919392,True,False,164.0,20000,True,False
original,observed,m250_dm10,250.0,10.0,matched,legacy_reported,True,22.349999999999998,18.408422898713212,-0.1763569172835251,0.7967456068228256,0.7123837751833939,sampled_bracket,0.2508956413291555,True,False,219.0,20000,True,False
original,observed,m250_dm20,250.0,20.0,matched,legacy_reported,True,61.205000000000005,45.69425882314544,-0.2534227788065446,1.9777196653229412,1.768312732912872,ambiguous_samples,0.20194975405413795,True,False,142.0,20000,True,False
original,observed,m300_dm2,300.0,2.0,matched,legacy_reported,True,53.641,42.912358062663714,-0.2000082387974923,3.8490912370879187,3.430698914220972,sampled_bracket,0.2076334258588906,True,False,25.0,20000,True,False
original,observed,m300_dm5,300.0,5.0,matched,legacy_reported,True,32.372,24.475923218929474,-0.24391686584302874,2.1954063079928128,1.956767863679709,sampled_bracket,0.1821530705018403,True,False,152.0,20000,True,False
original,observed,m300_dm10,300.0,10.0,matched,legacy_reported,True,22.643,15.643458954117207,-0.3091260453951682,1.403164577675027,1.2506420078379372,sampled_bracket,0.2849986426129815,True,False,258.0,20000,True,False
original,expected,m50_dm2,50.0,2.0,matched,legacy_reported,True,1078.7,990.9483727590845,-0.08134942731150052,0.09605368456775713,0.09229877337193149,sampled_bracket,1.040043392916694,True,True,7.0,20000,True,False
original,expected,m50_dm5,50.0,5.0,matched,legacy_reported,True,707.14,993.6909098069241,0.40522514609119,0.09631952161411618,0.09255421837027976,sampled_bracket,1.0371729253414304,True,True,10.0,20000,True,False
original,expected,m60_dm2,60.0,2.0,matched,legacy_reported,True,630.88,750.3560268504622,0.18937995633157212,0.1693512750669093,0.14615851305980002,sampled_bracket,0.5898981271946747,True,False,6.0,20000,True,False
original,expected,m60_dm5,60.0,5.0,quality_flag,unverified,False,,,,1.0,0.8630493806560003,all_below,,,False,31.0,20000,True,False
original,expected,m70_dm2,70.0,2.0,matched,legacy_reported,True,441.85999999999996,480.014382598483,0.08634948309075963,0.1955681339874214,0.1744678230973505,sampled_bracket,0.5108194160426227,True,False,8.0,20000,True,False
original,expected,m70_dm5,70.0,5.0,quality_flag,unverified,False,,,,1.0,0.8921076227509128,all_below,,,False,50.0,20000,True,False
original,expected,m90_dm20,90.0,20.0,matched,legacy_reported,True,396.76,289.01743251247046,-0.2715560225010826,0.2922472829470174,0.27282347866354784,sampled_bracket,0.3418338024997524,True,False,26.0,20000,True,False
original,expected,m90_dm40,90.0,40.0,matched,legacy_reported,True,1342.7,388.0086954248055,-0.7110235380764092,0.3923448008376571,0.36626815592838996,sampled_bracket,0.25462297394208677,True,False,19.0,20000,True,False
